,article_id,Reference_paper_id,Reference _paper_doi,Reference _paper_title,Reference _paper_venue,Reference _paper_year,Intent,Is_influential
1117,10.2196/jmir.3343,99481e29cb3ffa52966a2bb87c851d7231d99507,10.3928/02793695-20120605-04,Effectiveness of a second life(®) simulation as a teaching strategy for undergraduate mental health nursing students.,Journal of psychosocial nursing and mental health services,2012,,False
1118,10.2196/jmir.3343,d631658c5939b519a04104d2b85a367304ed708a,,Has Second Life Lived up to Expectations,,2012,,False
1119,10.2196/jmir.3343,eb6264ca3edaed0fc295e931edbf1362059483a6,10.1111/j.1365-2923.2012.04219.x,Integrating virtual patients into courses: follow‐up seminars and perceived benefit,Medical education,2012,,False
1120,10.2196/jmir.3343,ec88302b4314c685668d5abd22aab5124da4abbd,10.2147/AMEP.S35358,Pharmacy cases in Second Life: an elective course,Advances in medical education and practice,2012,,False
1121,10.2196/jmir.3343,fd795460dfa8ba9d38c9b9689868549ff3fe2517,,New approaches to linking clinical guidelines to virtual patients.,Studies in health technology and informatics,2012,,False
1122,10.2196/jmir.3343,01d2859e025f7fcb28440c0f80d840cc92dcb412,10.1016/j.beth.2012.06.001,Treatment of social anxiety disorder using online virtual environments in second life.,Behavior therapy,2013,,False
1123,10.2196/jmir.3343,02cb07bb9bdb3acf77a689493db06242d3a6e8e7,10.2196/jmir.1715,Cardiopulmonary Resuscitation Training in High School Using Avatars in Virtual Worlds: An International Feasibility Study,Journal of medical Internet research,2013,,False
1124,10.2196/jmir.3343,0a67cac5dad0e7d6a094f1eb1497198fdd034701,10.1097/NUR.0b013e31828c8408,Using a Multiuser Virtual Environment to Facilitate Nursing Journal Clubs: A Mixed-Methods Study,Clinical nurse specialist CNS,2013,,False
1125,10.2196/jmir.3343,3ddf5997763d249f8683bbe8d9b82106fd1b05de,10.1016/j.jneb.2012.10.007,Improving weight maintenance using virtual reality (Second Life).,Journal of nutrition education and behavior,2013,,False
1126,10.2196/jmir.3343,67bcaf7510586115dbeb9375a931e092ad4c6b20,10.1097/NNE.0b013e318276df2d,Improving Student Interview Skills: The Virtual Avatar as Client,Nurse educator,2013,,False
1127,10.2196/jmir.3343,e480ef6a69ffc742995048d8197943c0f4a3bdfe,10.2196/jmir.2651,Design and Evaluation of a Simulation for Pediatric Dentistry in Virtual Worlds,Journal of medical Internet research,2013,,False
1128,10.2196/jmir.3343,e973770db370bf9487f65b26ce52dfef4ddd7d77,10.1016/j.resuscitation.2012.05.014,Emergency preparedness in the 21st century: training and preparation modules in virtual environments.,Resuscitation,2013,,False
1129,10.2196/jmir.3343,2bb8346bb4c15a956193ece45c8bdd1b7af8b686,10.2196/jmir.2616,Virtual Patients in Primary Care: Developing a Reusable Model That Fosters Reflective Practice and Clinical Reasoning,Journal of medical Internet research,2014,,False
1130,10.2196/jmir.3343,45410cd0f6972641c32f44fd0f3bacd6d4161025,10.2196/jmir.2593,A Framework for Different Levels of Integration of Computational Models Into Web-Based Virtual Patients,Journal of medical Internet research,2014,,False
1131,10.2196/jmir.3343,9ccec6f6352b8f82b17a979db1ea613fe9ae0a5f,10.1007/978-3-319-02487-5_10,Working and Learning in ‘Teams’ in a New Era of Health-Care,,2014,,False
1132,10.1177/0022034513487560,b7fa8cb84f355dfa2bceb59c932eee995a60c323,10.1787/health_glance-2015-table2-en,Risk factors.,Obstetrics and gynecology clinics of North America,1994,,False
1133,10.1177/0022034513487560,1331f63913b7d9fce92a87b8bc47b8ad06bd7d2f,10.1136/jamia.1997.0040342,Review: Accuracy of Data in Computer-based Patient Records,J. Am. Medical Informatics Assoc.,1997,methodology,False
1134,10.1177/0022034513487560,b935b5070844dc4785af25f34ae4b2a60293e730,10.1055/S-0038-1634210,Direct Text Entry in Electronic Progress Notes,,2003,,False
1135,10.1177/0022034513487560,e0d5a6bb5802f10484cc6ffb4e9cf60a45765917,10.1267/METH03010061,Direct text entry in electronic progress notes. An evaluation of input errors.,Methods of information in medicine,2003,background,False
1136,10.1177/0022034513487560,f3e1972e06e4dc5a30e6808eb20f2a4d4e24c7c0,10.1001/JAMA.289.10.1278,Central challenges facing the national clinical research enterprise.,JAMA,2003,background,True
1137,10.1177/0022034513487560,21322db80b549cf997f29b552af4e4dc914a198b,10.14236/JHI.V12I4.132,An eight-step method for assessing diagnostic data quality in practice: chronic obstructive pulmonary disease as an exemplar.,Informatics in primary care,2004,,False
1138,10.1177/0022034513487560,33e67c842f6592db9bc139abcea245d416510011,10.1111/J.1752-7325.2006.TB02551.X,The relationship between cardiovascular xerogenic medication intake and the incidence of crown/root restorations.,Journal of public health dentistry,2006,background,False
1139,10.1177/0022034513487560,4c30acb367ed0df4ba28aa3a509408fd61767a42,10.1186/1472-6947-6-25,The CAP cancer protocols – a case study of caCORE based data standards implementation to integrate with the Cancer Biomedical Informatics Grid,BMC Medical Informatics Decis. Mak.,2006,background,False
1140,10.1177/0022034513487560,e43fd626978e9df9280d589149efbe6865ead5fe,10.1197/jamia.M1990,Research Paper: Clinical Computing in General Dentistry,J. Am. Medical Informatics Assoc.,2006,background,False
1141,10.1177/0022034513487560,2e5ddcb6c557805c472afb1184942d4a6a1064b8,10.3121/cmr.2007.726,Use of an Electronic Medical Record for the Identification of Research Subjects with Diabetes Mellitus,Clinical Medicine & Research,2007,background,True
1142,10.1177/0022034513487560,51bcc136a44a6a0ea3182508e221648d8a62be7e,10.1097/ACM.0b013e318065be8d,Configuration Challenges: Implementing Translational Research Policies in Electronic Medical Records,Academic medicine : journal of the Association of American Medical Colleges,2007,background,True
1143,10.1177/0022034513487560,b6d7705c73736c496d3bd0868b1e05b8d38edf34,10.1197/jamia.M2335,Research Paper: A Qualitative Investigation of the Content of Dental Paper-based and Computer-based Patient Record Formats,J. Am. Medical Informatics Assoc.,2007,background,False
1144,10.1177/0022034513487560,d001f012970e4ae58c599a5a19ebcb9257436596,10.1371/journal.pone.0000840,The Tell-Tale Heart: Population-Based Surveillance Reveals an Association of Rofecoxib and Celecoxib with Myocardial Infarction,PloS one,2007,background,True
1145,10.1177/0022034513487560,df50b4fe731f82a1d41c122d530b4b6d04ca419e,,IOM Roundtable on Evidence-Based Medicine,,2007,background,False
1146,10.1177/0022034513487560,7356058bd628192222e48a0db108ef54ab1fc1a5,,Analysis of Data Errors in Clinical Research Databases,AMIA,2008,background,False
1147,10.1177/0022034513487560,0bf5209cd17afd2e9061b869868b9ddb8d00fa32,10.12927/HCPOL.2013.21230,Implementing and maintaining a researchable database from electronic medical records: a perspective from an academic family medicine department.,Healthcare policy = Politiques de sante,2009,,False
1148,10.1177/0022034513487560,147afccf9325fc03345b830d5999566a7e9b1ec5,10.1016/j.ijmedinf.2009.05.002,Enhanced identification of eligibility for depression research using an electronic medical record search engine,Int. J. Medical Informatics,2009,background,True
1149,10.1177/0022034513487560,b86c7bd2e2790be35a22f307538941a49936d4b5,10.1504/IJMEI.2009.026810,Electronic dental record information model,Int. J. Medical Eng. Informatics,2009,methodology background,True
1150,10.1177/0022034513487560,f23f9b3dfc860a6f5f0bed11b8f14bbc5daac293,10.1201/9780203855195-5,Collecting research data from clinical practice: How can informatics help?,,2009,,False
1151,10.1177/0022034513487560,210038bd069fd1b2b512817025199196d79dd0bb,10.1093/fampra/cmp068,Using your electronic medical record for research: a primer for avoiding pitfalls.,Family practice,2010,,False
1152,10.1177/0022034513487560,b8bc667bf696102d922cb47d8d88c14f1af01fde,10.1038/nrg2999,Using electronic health records to drive discovery in disease genomics,Nature Reviews Genetics,2011,background,True
1153,10.1177/0022034513487560,b9ed3690f9696a9427f223a08c4b8873e477d170,10.1002/J.0022-0337.2011.75.4.TB05069.X,Lessons learned during the conduct of clinical studies in the dental PBRN.,Journal of dental education,2011,background,False
1154,10.1177/0022034513487560,a60e11c1550f5c6793db5ff947ddd77906d1d79e,10.1111/j.1365-2702.2012.04353.x,Accuracy of data transfer: double data entry and estimating levels of error.,Journal of clinical nursing,2012,background,False
1155,10.1177/0022034513487560,45103351468490e07040dc786854936a72cf7652,10.14219/JADA.ARCHIVE.2013.0013,Electronic dental record use and clinical information management patterns among practitioner-investigators in The Dental Practice-Based Research Network.,Journal of the American Dental Association,2013,,False
1156,10.1177/0022034513487560,b1a7b7bdb161fbe0c6aa31a61dcc811a8d278a5c,,Risk factors for osteonecrosis of the jaws: a case-control study from the CONDOR Dental PBRN.,Texas dental journal,2013,,False
1157,10.1016/j.jdent.2013.04.006,1331f63913b7d9fce92a87b8bc47b8ad06bd7d2f,10.1136/jamia.1997.0040342,Review: Accuracy of Data in Computer-based Patient Records,J. Am. Medical Informatics Assoc.,1997,,False
1158,10.1016/j.jdent.2013.04.006,dc31ca33e7a3fd2182e00ee298bed401c0d5b257,10.1111/J.1752-7325.1997.TB02470.X,Factors related to loss of root canal filled teeth.,Journal of public health dentistry,1997,,False
1159,10.1016/j.jdent.2013.04.006,832d36c18fba244a3bf23a103dbfe4c3effe3987,10.1111/J.1752-7325.2000.TB03299.X,Identification of adult populations at high risk for dental caries using a computerized database and patient records: a pilot project.,Journal of public health dentistry,2000,,False
1160,10.1016/j.jdent.2013.04.006,bb42025615477ce5a669969d51310dd972bf1224,10.1902/JOP.2000.71.5.736,Non-surgical periodontal therapy and tooth loss. A cohort study.,Journal of periodontology,2000,,False
1161,10.1016/j.jdent.2013.04.006,265a76027b99531684a84676291ee91cafe1ad55,10.1111/J.1752-7325.2001.TB03349.X,Clinical factors related to noncompletion of root canal therapy.,Journal of public health dentistry,2001,,False
1162,10.1016/j.jdent.2013.04.006,3e8579843582a1e142c80ddda81c1a23f4cfb7e9,10.1111/j.1600-051x.2001.281202.x,Survival analysis for degree of compliance with supportive periodontal therapy.,Journal of clinical periodontology,2008,,False
1163,10.1016/j.jdent.2013.04.006,62fc0a7c86e41ac994d88e843e16e4cd49ad46ba,10.1067/MPR.2001.115248,Ten-year survival rates of teeth adjacent to treated and untreated posterior bounded edentulous spaces.,The Journal of prosthetic dentistry,2001,,False
1164,10.1016/j.jdent.2013.04.006,66b4b88caa445f0a19ea835d061148f85db4324e,10.1034/J.1600-051X.2001.028004306.X,The effect of periodontal treatment on glycemic control in patients with type 2 diabetes mellitus.,Journal of clinical periodontology,2001,,False
1165,10.1016/j.jdent.2013.04.006,369bb45e89f54c728d3e04c8305adc9f9dfaebc1,10.1902/JOP.2002.73.4.441,Relationship of clinical depression to periodontal treatment outcome.,Journal of periodontology,2002,,False
1166,10.1016/j.jdent.2013.04.006,39f5e30fc5e0a7d1235bc52325a3d7bc9417bc98,10.1046/J.1365-2591.2002.00472.X,Relationship between number of proximal contacts and survival of root canal treated teeth.,International endodontic journal,2002,,False
1167,10.1016/j.jdent.2013.04.006,518662eeebfbd57f068b967825af7b986f324eac,10.1067/MPR.2002.122014,Relationship between crown placement and the survival of endodontically treated teeth.,The Journal of prosthetic dentistry,2002,,False
1168,10.1016/j.jdent.2013.04.006,a512338f5fa36fa62ab4a28d1088f3190a2e50fb,10.14219/JADA.ARCHIVE.2003.0016,The effect of diabetes mellitus on endodontic treatment outcome: data from an electronic patient record.,Journal of the American Dental Association,2003,,False
1169,10.1016/j.jdent.2013.04.006,f3e1972e06e4dc5a30e6808eb20f2a4d4e24c7c0,10.1001/JAMA.289.10.1278,Central challenges facing the national clinical research enterprise.,JAMA,2003,,False
1170,10.1016/j.jdent.2013.04.006,21322db80b549cf997f29b552af4e4dc914a198b,10.14236/JHI.V12I4.132,An eight-step method for assessing diagnostic data quality in practice: chronic obstructive pulmonary disease as an exemplar.,Informatics in primary care,2004,,False
1171,10.1016/j.jdent.2013.04.006,92381cb38d3691d81479a7a81349f6065d3f3e80,,Water fluoridation and dental caries in 5- and 12-year-old children from Canterbury and Wellington.,The New Zealand dental journal,2004,,False
1172,10.1016/j.jdent.2013.04.006,2f1613583fa9348a9db8e5a3a7e9d7fd529de88e,10.1111/J.1752-7325.2005.TB02792.X,Root canal filled versus non-root canal filled teeth: a retrospective comparison of survival times.,Journal of public health dentistry,2005,,False
1173,10.1016/j.jdent.2013.04.006,33e67c842f6592db9bc139abcea245d416510011,10.1111/J.1752-7325.2006.TB02551.X,The relationship between cardiovascular xerogenic medication intake and the incidence of crown/root restorations.,Journal of public health dentistry,2006,,False
1174,10.1016/j.jdent.2013.04.006,488d7af0d40dc6ea21c96379a54b85b4267d54d8,10.7205/MILMED.171.5.415,Association of caries and tobacco risk with Dental Fitness Classification.,Military medicine,2006,,False
1175,10.1016/j.jdent.2013.04.006,9efb8a7951a0027c41dd9e8192720cf1c1726191,10.14219/JADA.ARCHIVE.2006.0188,"Increasing prevalence of emergency department visits for pediatric dental care, 1997-2001.",Journal of the American Dental Association,2004,,False
1176,10.1016/j.jdent.2013.04.006,da529256648b9ecbe98c749f997a9ecf4f8b8a81,10.1007/s00784-006-0037-4,Oral health in women with pregnancy and delivery complications,Clinical Oral Investigations,2006,,False
1177,10.1016/j.jdent.2013.04.006,ed8b23836338f6fdea0cc55e161b0fc5805f9e27,10.13140/2.1.1018.4643,Guidance on the conduct of narrative synthesis in systematic Reviews. A Product from the ESRC Methods Programme. Version 1,,2006,,False
1178,10.1016/j.jdent.2013.04.006,2e5ddcb6c557805c472afb1184942d4a6a1064b8,10.3121/cmr.2007.726,Use of an Electronic Medical Record for the Identification of Research Subjects with Diabetes Mellitus,Clinical Medicine & Research,2007,,False
1179,10.1016/j.jdent.2013.04.006,3d0d58456bf557c2b40e659cff6d3cad04950891,10.1080/00016350701321466,"Computed online determination of life-long mean index values for carious, extracted, and/or filled permanent teeth",Acta odontologica Scandinavica,2007,,False
1180,10.1016/j.jdent.2013.04.006,51bcc136a44a6a0ea3182508e221648d8a62be7e,10.1097/ACM.0b013e318065be8d,Configuration Challenges: Implementing Translational Research Policies in Electronic Medical Records,Academic medicine : journal of the Association of American Medical Colleges,2007,,False
1181,10.1016/j.jdent.2013.04.006,7a5e61ea2136632cc0362225dcbcdd5f651b9c1b,10.1111/J.1600-051X.2006.01002.X,Does periodontal care improve glycemic control? The Department of Veterans Affairs Dental Diabetes Study.,Journal of clinical periodontology,2007,,False
1182,10.1016/j.jdent.2013.04.006,98c445186eacbc27c6515ff1cf74ef42ac778c79,10.1016/J.JCLINEPI.2006.11.021,Probabilistic record linkage is a valid and transparent tool to combine databases without a patient identification number.,Journal of clinical epidemiology,2007,,False
1183,10.1016/j.jdent.2013.04.006,b6d7705c73736c496d3bd0868b1e05b8d38edf34,10.1197/jamia.M2335,Research Paper: A Qualitative Investigation of the Content of Dental Paper-based and Computer-based Patient Record Formats,J. Am. Medical Informatics Assoc.,2007,,False
1184,10.1016/j.jdent.2013.04.006,c789310dd88174d562b61e47fd6efdb86d9960e6,,The learning healthcare system : workshop summary,,2007,,False
1185,10.1016/j.jdent.2013.04.006,d001f012970e4ae58c599a5a19ebcb9257436596,10.1371/journal.pone.0000840,The Tell-Tale Heart: Population-Based Surveillance Reveals an Association of Rofecoxib and Celecoxib with Myocardial Infarction,PloS one,2007,,False
1186,10.1016/j.jdent.2013.04.006,d5be61157efcba3476e7e404b499b385b9202e66,10.1002/J.0022-0337.2007.71.10.TB04397.X,Use of an Electronic Patient Record system to evaluate restorative treatment following root canal therapy.,Journal of dental education,2007,,False
1187,10.1016/j.jdent.2013.04.006,df50b4fe731f82a1d41c122d530b4b6d04ca419e,,IOM Roundtable on Evidence-Based Medicine,,2007,,False
1188,10.1016/j.jdent.2013.04.006,f8b41fae1a6b3daaed1fe582bd6b98f3ebce9bb9,10.1111/J.1752-7325.2007.00004.X,Racial and ethnic variation in the provision of dental procedures.,Journal of public health dentistry,2007,,False
1189,10.1016/j.jdent.2013.04.006,fc473cd418e760c40ff80322e994630184922aa7,10.1002/J.0022-0337.2007.71.11.TB04411.X,Provisional crown failures in dental school predoctoral clinics.,Journal of dental education,2007,,False
1190,10.1016/j.jdent.2013.04.006,2363c4d208f486f8a47178083b7ad0b33db268bf,10.1111/j.1532-5415.2008.01825.x,Modification of the Risk of Mortality from Pneumonia with Oral Hygiene Care,Journal of the American Geriatrics Society,2008,,False
1191,10.1016/j.jdent.2013.04.006,76080df842fbe545b99619d909daabaf53a9e223,,Dental caries protection factors in 5-year-old Brazilian children.,Journal of dentistry for children,2008,,False
1192,10.1016/j.jdent.2013.04.006,87d7347a9d153b020cff057a0d5cdc9216f351dc,,"Oral health in the adult population of Västerbotten, Sweden--a comparison between an epidemiological survey and data obtained from digital dental records.",Swedish dental journal,2008,,False
1193,10.1016/j.jdent.2013.04.006,94143e892860523ba16e21beb525b3ad4500c88a,10.1016/J.JOMS.2007.08.023,The relationship between measures of nutritional status and masticatory function in untreated patients with head and neck cancer.,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,2008,,False
1194,10.1016/j.jdent.2013.04.006,9dc5401396ed4ab2f7ddddf19ef45e0e40790193,10.1016/j.jdent.2008.09.005,Practice-based study of the cost-effectiveness of fissure sealants in Finland.,Journal of dentistry,2008,,False
1195,10.1016/j.jdent.2013.04.006,afe02e70956620f02e1ace14516487d19d2fafca,10.1016/J.JDENT.2007.10.004,Comparison of dental health in sealed and non-sealed first permanent molars: 7 years follow-up in practice-based dentistry.,Journal of dentistry,2008,,False
1196,10.1016/j.jdent.2013.04.006,0bf5209cd17afd2e9061b869868b9ddb8d00fa32,10.12927/HCPOL.2013.21230,Implementing and maintaining a researchable database from electronic medical records: a perspective from an academic family medicine department.,Healthcare policy = Politiques de sante,2009,,False
1197,10.1016/j.jdent.2013.04.006,147afccf9325fc03345b830d5999566a7e9b1ec5,10.1016/j.ijmedinf.2009.05.002,Enhanced identification of eligibility for depression research using an electronic medical record search engine,Int. J. Medical Informatics,2009,,False
1198,10.1016/j.jdent.2013.04.006,2021447e4aec62ff096a8d61f230563d8e161fe5,10.3414/ME9132,Perspectives for medical informatics. Reusing the electronic medical record for clinical research.,Methods of information in medicine,2009,,False
1199,10.1016/j.jdent.2013.04.006,3f908ac5d0133524d51adbc0e4417adf36873e3e,10.14219/JADA.ARCHIVE.2009.0136,Clinical characteristics and diagnosis of atypical odontalgia: implications for dentists.,Journal of the American Dental Association,2009,,False
1200,10.1016/j.jdent.2013.04.006,4b7538feebd36781b13e764a34fa1e4c7950f291,10.1159/000231570,A Practice-Based Study of the Variation of Diagnostics of Dental Caries in New and Old Patients of Different Ages,Caries Research,2009,,False
1201,10.1016/j.jdent.2013.04.006,581761e1a343deb0fd27311aff08e005db8d9f1d,10.1177/1460458209345889,Data extraction from a semi-structured electronic medical record system for outpatients: A model to facilitate the access and use of data for quality control and research,Health Informatics J.,2009,,False
1202,10.1016/j.jdent.2013.04.006,8be638108eb5b29b3b619f8434cdfc9a3690e161,10.1111/j.1834-7819.2009.01109.x,Public dental service utilization among adults in South Australia.,Australian dental journal,2009,,False
1203,10.1016/j.jdent.2013.04.006,b66a8f5a56ca202c6947ca2934b0714277c5fdf2,10.1136/bmj.b81,Use of primary care electronic medical record database in drug efficacy research on cardiovascular outcomes: comparison of database and randomised controlled trial findings,BMJ : British Medical Journal,2009,,False
1204,10.1016/j.jdent.2013.04.006,ba2fc0aeda9465e915024dfed6c93b2b3d3388d7,10.14219/JADA.ARCHIVE.2009.0019,Oral bisphosphonate use and the prevalence of osteonecrosis of the jaw: an institutional inquiry.,Journal of the American Dental Association,2009,,False
1205,10.1016/j.jdent.2013.04.006,f23f9b3dfc860a6f5f0bed11b8f14bbc5daac293,10.1201/9780203855195-5,Collecting research data from clinical practice: How can informatics help?,,2009,,False
1206,10.1016/j.jdent.2013.04.006,fa229062d8d92734e33f5fa7f77b8f26dad5449d,10.1016/j.genm.2009.04.003,"Factors associated with receipt of preventive dental treatment procedures among adult patients at a dental training school in Wisconsin, 2001-2002.",Gender medicine,2009,,False
1207,10.1016/j.jdent.2013.04.006,feb88fadc30fa68ce654981731b40ee31b092f86,10.1111/j.1365-2591.2008.01461.x,Incidence and factors related to flare-ups in a graduate endodontic programme.,International endodontic journal,2009,,False
1208,10.1016/j.jdent.2013.04.006,0bf90fc23680576e4ce987adaf5b0ae8ff516b6b,10.1097/MLR.0b013e3181ddc7b0,Comparative Effectiveness Research in DARTNet Primary Care Practices: Point of Care Data Collection on Hypoglycemia and Over-the-Counter and Herbal Use Among Patients Diagnosed With Diabetes,Medical care,2010,,False
1209,10.1016/j.jdent.2013.04.006,210038bd069fd1b2b512817025199196d79dd0bb,10.1093/fampra/cmp068,Using your electronic medical record for research: a primer for avoiding pitfalls.,Family practice,2010,,False
1210,10.1016/j.jdent.2013.04.006,2ec70b320dd31d586691ddb8e8a13298335b2c83,10.1002/J.0022-0337.2010.74.10.TB04960.X,"Consortium for oral health-related informatics: improving dental research, education, and treatment.",Journal of dental education,2010,,False
1211,10.1016/j.jdent.2013.04.006,37f36d38d8b798e37fb652a58da27b831c867b15,10.2337/dc09-1412,Cross-Sectional Study of Periodontal Care and Glycosylated Hemoglobin in an Insured Population,Diabetes Care,2010,,False
1212,10.1016/j.jdent.2013.04.006,6f5b3ae39eb4779ea6689556813e8003b4c1c01c,10.1186/1472-6831-10-8,Methodological issues in epidemiological studies of periodontitis - how can it be improved?,BMC oral health,2010,,False
1213,10.1016/j.jdent.2013.04.006,828df06b3cf49cf2cd3093dd39bfd2237b0c0d96,10.1136/emj.2009.075127,Facial injury patterns in a UK paediatric population aged under 13 years,Emergency Medicine Journal,2010,,False
1214,10.1016/j.jdent.2013.04.006,8f01a16b14da9d1ec9bf0ee28e1585f57e74d38f,10.1902/jop.2009.090309,Association of periodontitis with rheumatoid arthritis: a pilot study.,Journal of periodontology,2010,,False
1215,10.1016/j.jdent.2013.04.006,a75e8108f8c36c3a6978c398385c07af7c929a8a,10.1111/j.1834-7819.2010.01232.x,Apgar score and dental caries risk in the primary dentition of five year olds.,Australian dental journal,2010,,False
1216,10.1016/j.jdent.2013.04.006,a7d923115fd167d6ccd8dea0ec0fd97e7cc3b897,10.1177/0022034510369994,Disparity between Dental Needs and Dental Treatment Provided,Journal of dental research,2010,,False
1217,10.1016/j.jdent.2013.04.006,b01b1c4d54c56be44126a79757d7c0f62e3021d0,10.1016/j.tripleo.2009.10.036,Radiographic quantification of chronic dental infection and its relationship to the atherosclerotic process in the carotid arteries.,"Oral surgery, oral medicine, oral pathology, oral radiology, and endodontics",2010,,False
1218,10.1016/j.jdent.2013.04.006,fe1e0f8cd7165855a177bc86fe89895fb248150e,10.1007/s11325-010-0346-3,Does sleep apnea increase the risk of cardiorespiratory complications during endoscopy procedures?,Sleep and Breathing,2011,,False
1219,10.1016/j.jdent.2013.04.006,288ba76325f0beede41b7fc6a5aa3e7b161de387,,Use of the Army Dental Command Corporate Dental Application as an electronic dental record in the Iraq theater of operations.,U.S. Army Medical Department journal,2011,,False
1220,10.1016/j.jdent.2013.04.006,718499094d96df309ffa902999168a85a77e7782,10.1902/jop.2011.100609,A population-based study of periodontal care among those with and without diabetes.,Journal of periodontology,2011,,False
1221,10.1016/j.jdent.2013.04.006,7daa503d5ffe5d30f86ec22e95276da03c24f52e,,Immediate restoration with ti-unite implants: practice-based evidence compared with animal study outcomes.,The International journal of prosthodontics,2011,,False
1222,10.1016/j.jdent.2013.04.006,82914dd9d8c2828bd998c0f82f59f08b5d70c5a1,,Antimicrobial prescribing practice by dentists: a study from two primary care centres in UK.,Minerva stomatologica,2011,,False
1223,10.1016/j.jdent.2013.04.006,9175eff84eba785f2df58ff9c04f744bf1c6df99,10.14219/JADA.ARCHIVE.2011.0109,A retrospective review of clinical international normalized ratio results and their implications.,Journal of the American Dental Association,2011,,False
1224,10.1016/j.jdent.2013.04.006,993b8b9b5277dba24c857724a9b3f0cf3bfb1df3,10.1111/j.1752-7325.2011.00256.x,Contemporary profile of oral manifestations of HIV/AIDS and associated risk factors in a Southeastern US clinic.,Journal of public health dentistry,2011,,False
1225,10.1016/j.jdent.2013.04.006,9bba9f6ffc7341edd61af0d4b167ff0af31e3a42,10.1373/clinchem.2010.148668,Potential for electronic health records and online social networking to redefine medical research.,Clinical chemistry,2011,,False
1226,10.1016/j.jdent.2013.04.006,9f004ac20accae40805d7a32b11210466127b55c,10.1177/0022034510387795,ONJ in Two Dental Practice-Based Research Network Regions,Journal of dental research,2011,,False
1227,10.1016/j.jdent.2013.04.006,b8bc667bf696102d922cb47d8d88c14f1af01fde,10.1038/nrg2999,Using electronic health records to drive discovery in disease genomics,Nature Reviews Genetics,2011,,False
1228,10.1016/j.jdent.2013.04.006,bb0074e8b5b1cee1c0ea77825faf489fdebea943,10.1902/jop.2011.100647,Loss of alveolar bone due to periodontal disease exhibits a threshold on the association with coronary heart disease.,Journal of periodontology,2011,,False
1229,10.1016/j.jdent.2013.04.006,05b68a3147c05fe219ee6d9591f68905f429f362,10.1186/2041-1480-3-S1-S5,Annotation analysis for testing drug safety signals using unstructured clinical notes,J. Biomed. Semant.,2012,,False
1230,10.1016/j.jdent.2013.04.006,2631c75aefa69ba33a077e3b63126bc59c33e4c6,10.1016/j.joms.2011.01.012,Prevalence of comorbid obstructive sleep apnea and metabolic syndrome: syndrome Z and maxillofacial surgery implications.,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,2012,,False
1231,10.1016/j.jdent.2013.04.006,40c886f1619cbc461630b5ce6d1f4dcbd0ed4403,10.1370/afm.1313,"Envisioning a Learning Health Care System: The Electronic Primary Care Research Network, A Case Study",The Annals of Family Medicine,2012,,False
1232,10.1016/j.jdent.2013.04.006,5c09e54b918a8494ed49435ec1c36d4d4568a367,10.4317/medoral.17664,Clinical profile of orofacial infections: An experience from two primary care dental practices,"Medicina oral, patologia oral y cirugia bucal",2012,,False
1233,10.1016/j.jdent.2013.04.006,6e8e49fb768874de360fa26afa1265774782a319,10.14219/JADA.ARCHIVE.2012.0014,"Assessing the association between receipt of dental care, diabetes control measures and health care utilization.",Journal of the American Dental Association,2012,,False
1234,10.1016/j.jdent.2013.04.006,af21fb20062f79f089e1e1d36066eca1561c02f3,10.1902/jop.2011.110318,Surgical crown lengthening in a population with human immunodeficiency virus: a retrospective analysis).,Journal of periodontology,2012,,False
1235,10.1016/j.jdent.2013.04.006,b75257ef21883717b57c2ce022ec5859e543458c,10.1016/j.tripleo.2011.07.039,"Prevalence of calcified carotid artery atheromas on the panoramic images of patients with syndrome Z, coexisting obstructive sleep apnea, and metabolic syndrome.","Oral surgery, oral medicine, oral pathology and oral radiology",2012,,False
1236,10.1016/j.jdent.2013.04.006,c4671c4cb12a218d08e4464dd46e2002e9ee0f74,10.14219/JADA.ARCHIVE.2012.0288,"The oral health status of 4,732 adults with intellectual and developmental disabilities.",Journal of the American Dental Association,2012,,False
1237,10.1016/j.jdent.2013.04.006,d38020d8c185122c0e15177fd84c3ffeb2b8eedc,10.1016/j.bone.2012.08.115,Risk of osteomyelitis of the jaw induced by oral bisphosphonates in patients taking medications for osteoporosis: a hospital-based cohort study in Japan.,Bone,2012,,False
1238,10.1016/j.jdent.2013.04.006,d847e13b5915e0e2c3f505794f431b87eb245a54,10.1002/J.0022-0337.2012.76.11.TB05406.X,Tracking dental patient tobacco use and intervention in the academic clinical setting.,Journal of dental education,2012,,False
1239,10.1016/j.jdent.2013.04.006,dba35b6eebeb9c67fbaddd4cfa55081895e04ea6,10.1111/j.1752-7325.2011.00291.x,A comparison of dental restoration outcomes after placement by restorative function auxiliaries versus dentists.,Journal of public health dentistry,2012,,False
1240,10.1016/j.jdent.2013.04.006,ed6ec554e979d59569ac3e92d430952917e0952b,10.1186/1472-6831-12-20,Evaluating components of dental care utilization among adults with diabetes and matched controls via hurdle models,BMC oral health,2012,,False
1241,10.1016/j.jdent.2013.04.006,1951cb3c85a7ef02d9d014ec01d3d5d948d80671,10.5860/choice.51-3277,Best Care at Lower Cost: The Path to Continuously Learning Health Care in America,,2013,,False
