url,Year,Title,Authors,Venue (Journal Name or Conference),DOI,DOI - Yes/No,Summary,,
https://e-hir.org/journal/view.php?id=10.4258/hir.2017.23.4.304,2017,Satisfaction with paper-based dental records and perception of electronic dental records among dental professionals in Myanmar,"Thu, Sai Wai Yan Myint, Boonchai Kijsanayotin, Jaranit Kaewkungwal, Ngamphol Soonthornworasiri, and Wirichada Pan-Ngum","Healthcare informatics research, ", https://doi.org/10.4258/hir.2017.23.4.304,yes,"the objective of the article is to To overcome challenges in the implementation of electronic dental record systems in a low-resource setting, it is crucial to know the level of users’ satisfaction with the existing system of paper-based dental records and their perceptions of electronic dental records. A cross-sectional paper-based questionnaire survey was conducted among Myanmar dental professionals who worked in one of two teaching hospitals or in private dental clinics. Descriptive data were analyzed and regression analysis was carried out to identify factors influencing perceptions of electronic dental records. Most dental professionals (>60%) were satisfied with just three out of six aspects of paper-based dental records. In addition, generalized positive perceptions were found among decision makers towards electronic dental records, and 86% of dentists indicated that they were willing to use them.",,
https://www.sciencedirect.com/science/article/abs/pii/S0002817717303720?via%3Dihub,2017,Evaluating quality of dental care among patients with diabetes: Adaptation and testing of a dental quality measure in electronic health records,"Ana Neumann, Elsbeth Kalenderian, Rachel Ramoni, Alfa Yansane, Bunmi Tokede, Jini Etolue, Ram Vaderhobli, Kristen Simmons, Joshua Even, Joanna Mullins, Shwetha Kumar, Suhasini Bangar, Krishna Kookal, Joel White, Muhammad Walji",Journal of the American Dental Assocation,https://doi.org/10.1016/j.adaj.2017.04.017,yes,"Patients with diabetes are at increased risk of developing oral complications. . The authors evaluated the feasibility and validity of implementing an automated electronic records based dental quality measure to determine whether patients with diabetes received such evaluations. Automated queries identified patients with diabetes across 4 dental institutions, and the authors manually reviewed a subsample of charts to evaluate query performance. The results suggest that an automated EHR-based query can be used successfully to measure the quality of oral health care delivered to patients with diabetes. The authors also found that using the rich data available in EHRs may help estimate the quality of care better than can relying on claims data.",,
https://www.sciencedirect.com/science/article/pii/S1532338216300148?via%3Dihub,2016,Clinical documentation of dental care in an era of electronic health record use. ,"Tokede, O., Ramoni, R. B., Patton, M., Da Silva, J. D., & Kalenderian, E",The journal of evidence-based dental practice ,https://doi.org/10.1016/j.jebdp.2016.07.001,yes,"the researchers are Using 2 different methods—a validated survey, and a 2-round Delphi process—involving 2 appropriately different sets of participants, we explored what a dental clinical record should contain and the frequency of update of each clinical entry. For both the closed-ended survey questions and the open-ended Delphi process questions, respondents had a significant degree of agreement on the “clinical entry” components of an adequate clinical record. There was, however, variance on how frequently each of those clinical entries should be updated. Dental providers agree that complete and accurate record keeping is essential, however, does not seem to be universal agreement how frequently such items should be recorded.",,
https://www.sciencedirect.com/science/article/abs/pii/S000281771500714X?via%3Dihub,2016,Measuring up: Implementing a dental quality measure in the electronic health record context,"Aarti Bhardwaj, Rachel Ramoni, Elsbeth Kalenderian, Ana Neumann, Nutan B Hebballi, Joel M White, Lyle McClellan, Muhammad F Walji",Journal of the American Dental Association (1939),https://doi.org/10.1016/j.adaj.2015.06.023,yes,"The authors defined how to implement the automated measure queries in a dental electronic records. Within records identified through automated query, the authors manually reviewed a subsample to assess the performance of the query. The automated query results revealed that 71.0% of patients had fluoride varnish compared with the manual chart review results that indicated 77.6% of patients had fluoride varnish. The authors’ findings support the feasibility of using automated dental quality measure queries in the context of sufficient structured data.",,
https://web.p.ebscohost.com/ehost/detail/detail?vid=2&sid=1d8a8493-4118-49d0-ab70-d1d003a4de16%40redis&bdata=JnNjb3BlPXNpdGU%3d#AN=26798899&db=cmedm ,2015,Legal Considerations for Electronic Health Records,Mostofi S; Hoffman AL,Journal of the California Dental Association  ,"Vol. 43 (5), pp. 245-9.",no,"Electronic health record (EHR) solutions provide many potential benefits for dental practices, whether those programs run internally on a dental practice's computers or are cloud-based solutions. However, these programs also create new risks for a dental practice, which may be mitigated through due diligence and adequate contractual provisions to ensure protection for dentists. This article addresses the legal considerations associated with a dentist entering into a service contract with an EHR vendor.",,
https://academic.oup.com/jamia/article/21/6/1136/2909312,2014,BigMouth: a multi-institutional dental data repository,"Muhammad F Walji 1, Elsbeth Kalenderian 2, Paul C Stark 3, Joel M White 4, Krishna K Kookal 5, Dat Phan 6, Duong Tran 5, Elmer V Bernstam 7, Rachel Ramoni 8",Journal of  the American Medical Informatics Association,https://doi.org/10.1136/amiajnl-2013-002230,yes,"the researcher developed a centralized data repository derived from electronic health records (EHRs) at four dental schools participating in the Consortium of Oral Health Research and Informatics. they adopted the i2b2 data warehousing platform and mapped data from each institution to a common reference terminology. they have  realized that dental EHRs urgently need to adopt common terminologies. While all used the same treatment code set, only three of the four sites used a common diagnostic terminology, and there were wide discrepancies in how medical and dental histories were documented. BigMouth was successfully launched in August 2012 with data on 1.1 million patients, and made available to users at the contributing institutions.",,
https://journals.sagepub.com/doi/full/10.1177/1460458213483613,2014,Health-oriented electronic oral health record: Development and evaluation. ,"Wongsapai, Mansuang, Siriwan Suebnukarn, Sunsanee Rajchagool, Daryl Beach, and Sachiko Kawaguchi","Health informatics journal, ",https://doi.org/10.1177/1460458213483613,yes,"This study aims to develop and evaluate a new Health-oriented Electronic Oral Health Record that implements the health-oriented status and intervention index. the researchers have designed an experiment using focus groups and a consensus (Delphi process) method to develop a new health-oriented status and intervention index and graphical user interface. A comparative intervention study with qualitative and quantitative methods was used to compare an existing Electronic Oral Health Record to the Health-oriented Electronic Oral Health Record, focusing on dentist satisfaction, accuracy, and completeness of oral health status recording. The study was conducted by the dental staff. This research concludes that the Health-oriented Electronic Oral Health Record satisfied many dentists, provided benefits to holistic oral healthcare, and facilitated the planning, managing, and evaluation of the healthcare delivery system.",,
https://pubmed.ncbi.nlm.nih.gov/25086152/,2014,Assessing the benefit of a personalized EHR-generated informed consent in a dental school setting,"John A Valenza 1, David Taylor 2, Muhammad F Walji 2, Craig W Johnson 2",Journal of Dental Education,PMID: 25086152,no," The purpose of this pilot study was to test the efficacy of a personalized informed consent generated through an electronic health record (EHR) at one dental school and its role in patient decision making. In the study, a set of informed consents, or SmartConsents, were developed for specific diagnoses and procedures, enhanced with graphics, and delivered through the school's EHR. Fifty patients were recruited in the school's Urgent Care Clinic and divided evenly into two groups: one (control) receiving the standard consent, with the second receiving a SmartConsent. there were no significant differences in main effects between SmartConsent and standard informed consents for decisional conflict and satisfaction, although significant differences were identified during secondary analysis of satisfaction, gender, and ethnicity. The study also demonstrated the potential for consents to aid the student provider in better communicating with patients.",,
https://www.sciencedirect.com/science/article/abs/pii/S0002817714605687?via%3Dihub,2014,Electronic Dental Record (EDR) Use in Saudi Arabia: An Exploratory Study,"Ahmad Almaiman 1, Salwa Bahkali 2, Ahlam Bahkali 3, Sarah Almaiman 4, Ashraf Elmetwally 2, Mowafa Househ 2",Studies in Health Technology and Informatics, https://doi.org/10.3233/978-1-61499-423-7-169,yes,"The purpose of this exploratory study is to provide an overview of the electronic dental records (EDR) systems used at National Guard Health Affair (NGHA) hospitals in the Kingdom of Saudi Arabia (KSA). Key informants interviews included one 30 minute interview with an information technology specialist working at NGHA. The main themes that emerged centered on staff satisfaction and workload, incomplete information, missing files, and adoption of EDRs. The challenges related to resistance to use the EDRs by clinical staff; lack of computer skills by clinical staff; usability of the systems; lack of interest in using EDRs; and lack of a clear management change strategy. Moving forward, these issues should be addressed so that more EDRs are implemented in all healthcare institutions in Saudi Arabia.",,
https://www.sciencedirect.com/science/article/abs/pii/S0002817714605687?via%3Dihub,2013,Electronic dental record use and clinical information management patterns among practitioner-investigators in The Dental Practice-Based Research Network,"Titus Schleyer 1, Mei Song, Gregg H Gilbert, D Brad Rindal, Jeffrey L Fellows, Valeria V Gordan, Ellen Funkhouser",Journal of American Dental Association (1939),https://doi.org/10.14219/jada.archive.2013.0013,yes,"The authors conducted a Web-based survey of 991 U.S. and Scandinavian practitioner-investigators (P-Is) in The Dental Practice-Based Research Network to determine the extent of their use of computers to manage clinical information; the type of patient information they kept on paper, a computer or both; and their willingness to reuse electronic dental record (EDR) data for research. A total of 729 (73.6 percent) of 991 P-Is responded. A total of 73.8 percent of U.S. solo practitioners and 78.7 percent of group practitioners used a computer to manage some patient information, and 14.3 percent and 15.9 percent, respectively, managed all patient information on a computer. The results of this study show that the trend toward increased adoption of EDRs in the United States is continuing, potentially making more data in electronic form available for research. ",,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3845770/,2013,An ontology-based method for secondary use of electronic dental record data,"Titus Kl Schleyer 1, Alan Ruttenberg, William Duncan, Melissa Haendel, Carlo Torniai, Amit Acharya, Mei Song, Thankam P Thyvalikakath, Kaihong Liu, Pedro Hernandez",AMIA Joint Summits on Translational Science proceedings. AMIA Joint Summits on Translational Science,PMCID: PMC3845770,no,"This project presents an initial, ontology-based, method for secondary use of electronic dental record (EDR) data. We defined a set of dental clinical research questions; constructed the Oral Health and Disease Ontology (OHD); analyzed data from a commercial EDR database; and created a knowledge base, with the OHD used to represent clinical data about 4,500 patients from a single dental practice. Currently, the OHD includes 213 classes and reuses 1,658 classes from other ontologies. We have developed an initial set of SPARQL queries to allow extraction of data about patients, teeth, surfaces, restorations and findings. Further work will establish a complete, open and reproducible workflow for extracting and aggregating data from a variety of EDRs for research and quality assurance.",,
https://ebooks.iospress.nl/publication/34222,2013,Use of electronic dental records in Brazil,"Renata Abramovicz-Finkelsztain 1, Claudia G N Barsottini, Heimar Fatima Marin",Studies in Health Technology and Informatics,https://doi.org/10.3233/978-1-61499-289-9-1006,yes,"This study aims to provide both a quantitative and a qualitative analysis of the usability of the most popular electronic dental records in Brazil regarding its clinical and administrative features. The softwares not only will be evaluated regarding their usage among the Brazilian dental professionals but also regarding their functionalities (present, used and desired) and the difficulties encountered by the dentists during their use.",,
https://www.sciencedirect.com/science/article/pii/S1386505613001354?via%3Dihub,2013,Development and initial validation of a content taxonomy for patient records in general dentistry,Amit Acharya. Pedro Hernandez. Thankam Thyvalikakath. Harold Ye. Mei Song. Titus Schleyer,International Journal of Medical Informatics,https://doi.org/10.1016/j.ijmedinf.2013.06.007,yes,"the objective of the study is to Develop and validate an initial content taxonomy for patient records in general dentistry. In differnet phases the researchers cleaned the  de-identified data and validate all items regarding inclusion and importance using a two-round Delphi study with a panel of 22 general dentists active in clinical practice, education, and research. Analysis of 76 patient records from 9 dentists, combined with previous work, yielded a raw list of 1509 information items. Refinement reduced this list to 1107 items, subsequently rated by the Delphi panel. The final model contained 870 items, with 761 (88%) rated as mandatory. the results proposed content taxonomy represents a significant advance over existing guidelines and standards by providing a granular and comprehensive information representation for general dental patient records.",,
https://ebooks.iospress.nl/publication/34148,2013, Qualities of dental chart recording and coding,"Chantravekin, Y., Tasananutree, M., Santaphongse, S., & Aittiwarapoj, A","Studies in Health Technology and Informatics, ",https://doi.org/10.3233/978-1-61499-289-9-932,yes," The objectives of this study are to study the qualities of dental chart recording and coding, as well as the achievement of lecture/workshop on this topic. The study was performed by auditing the patient's charts at the TU Dental Student Clinic from July 2011–August 2012. The chart recording mean scores ranged from 51.0–55.7%, whereas the errors in the coding process were presented in the coder part more than the doctor part. The lecture/workshop could improve the scores only in some topics.",,
https://pubmed.ncbi.nlm.nih.gov/22550104/,2012,Ethics and the electronic health record in dental school clinics,"Robert A Cederberg 1, John A Valenza",Journal of dental education,PMID: 22550104,no," The purpose of this article is to explore some of the ethical issues related to EHRs, the advantages and concerns related to the use of computers in the dental operatory, the impact of the EHR on the doctor-patient relationship, the introduction of web-based EHRs, the link between technology and ethics, and potential solutions for the management of ethical concerns related to EHRs in dental schools.",,
https://onlinelibrary.wiley.com/doi/abs/10.1002/j.0022-0337.2011.75.5.tb05086.x?sid=nlm%3Apubmed,2011,Evaluating a dental diagnostic terminology in an electronic health record,"Joel M White 1, Elsbeth Kalenderian, Paul C Stark, Rachel L Ramoni, Ram Vaderhobli, Muhammad F Walji",Journal of dental education,https://doi.org/10.1002/j.0022-0337.2011.75.5.tb05086.x,yes,"This article reports the results of the use of a diagnostic coding system in a large dental school's predoctoral clinical practice. A list of diagnostic codes and terms, called Z codes, was developed by dental faculty members.  A total of 115,004 dental procedures were entered into the EHR during the year sampled. Of those, 43,053 were excluded from this analysis because they represent diagnosis or other procedures unrelated to treatments. in conclusion dental diagnostic terminology can be incorporated within an electronic health record and utilized in an academic clinical environment. Challenges remain in the development of terms and implementation and ease of use that, if resolved, would improve the utilization.",,
https://pubmed.ncbi.nlm.nih.gov/19433534/,2009,Factors influencing implementation and outcomes of a dental electronic patient record system,Walji MF; Taylor D; Langabeer JR 2nd; Valenza JA,Journal of dental education  ,PMID: 19433534,no," The purpose of this study is to identify success factors and barriers, we reviewed project documents, interviewed key individuals on the implementation team, and surveyed end users before and after implementation. . After using the system, many users felt that the electronic patient record improved patient care and that they would recommend such a system to dentists starting a new practice.",,
https://www.sciencedirect.com/science/article/pii/S1386505609000719?via%3Dihub,2009,Data mining of clinical oral health documents for analysis of the longevity of different restorative materials in Finland,"Taina Käkilehto. Sinikka Salo, Markku Larmas",International Journal of Medical Informatics,https://doi.org/10.1016/j.ijmedinf.2009.04.004,yes,"primary hypothesis is to reveal Evidence-based dentistry from normal dental records by the use of data mmining technique and a practice-based dentistry approach analysed in a scientifically sound way. Dental records from 1626 patients and altogether 19,892 restorations in three Finnish age cohorts were analysed. Data mining of digital oral heath documents would be a useful tool to analyse survival curves of new restorative materials in a practice-based manner in real-life conditions.",,
https://www.sciencedirect.com/science/article/abs/pii/S0002817714607443?via%3Dihub,2008,A usability evaluation of four commercial dental computer-based patient record systems,"Thankam P Thyvalikakath 1, Valerie Monaco, Hima Bindu Thambuganipalle, Titus Schleyer",Journal of American Dental Association (1939),https://doi.org/10.14219/jada.archive.2008.0105,yes,"The authors conducted formal usability tests of four dental CPR systems by using a purposive sample of four groups of five novice users. The authors measured task outcomes (correctly completed, incorrectly completed and incomplete) in each CPR system while the participants performed nine clinical documentation tasks, as well as the number of usability problems identified in each CPR system and their potential relationship to task outcomes. The authors identified 286 usability problems. The main types were three unsuccessful attempts, negative affect and task incorrectly completed. The four dental CPR systems studied have significant usability problems for novice users, resulting in a steep learning curve and potentially reduced system adoption.",,
https://pubmed.ncbi.nlm.nih.gov/18998817/,2008,Web services modeling for electronic dental records,Wu M; Zhao X; Koenig L; Glore J; Wirtz T; Lynch J,"AMIA ... Annual Symposium Proceedings. AMIA Symposium, ",PMID:18998817,no,"A Service-Oriented Architecture (SOA) is an ideal, promising paradigm for health information systems. In this study, we demonstrate how to apply SOA to dentistry and develop a web-service model for electronic dental records.",,
https://pubmed.ncbi.nlm.nih.gov/18487785/,2008,Voice-controlled data entry in dental electronic health record,"Miroslav Nagy 1, Petr Hanzlicek, Jana Zvarova, Tatjana Dostalova, Michaela Seydlova, Radim Hippman, Lubos Smidl, Jan Trmal, Josef Psutka",Studies in Health Technology and Informatics,PMID: 18487785,no,This paper describes the evolution of the EHR developed at the EuroMISE Center named MUDRLite and its graphical component for dentists called DentCross. The problems with data insertion into EHR during examination of a dental patient lead to further research in the area of the automatic speech recognition in medical practice. ,,
https://dl.acm.org/doi/abs/10.1145/1240866.1241042,2007,Design and evaluation of 3d models for electronic dental records,"Marotta, Michael F., Purin Phanichphant, Patrick Malatack, Tej Shah, Greg Price, Thankam Thyvalikakath, Titus Schleyer, and Jason Hong.",In CHI'07 Extended Abstracts on Human Factors in Computing Systems,https://doi.org/10.1145/1240866.1241042,yes,"the researchers presented the results of a field study of some of the work practices and software used by dentists. We also present the design, implementation, and evaluation of a user interface that streamlines some of these practices, as well as providing a novel 3D visualization of a patient's mouth that also displays relevant radiographs depending on what teeth are visible in the visualization. Dentists found the 3D synchronized navigation intuitive, even with little to no 3D navigation experience, but further research is needed to see the effect on real clinical outcomes.",,
https://onlinelibrary.wiley.com/doi/abs/10.1002/j.0022-0337.2002.66.5.tb03542.x?sid=nlm%3Apubmed,2002,Electronic patient records for dental school clinics: more than paperless systems.,"Atkinson, Jane C",Journal of dental education,https://doi.org/10.1002/j.0022-0337.2002.66.5.tb03542.x,yes,This paper discusses the deficiencies of electronic health records and suggests areas for improvement. The dental profession should develop a more common record with standard diagnostic codes and clinical outcome measures to make the EPR more useful for clinical research and improve the quality of care.,,
https://journals.uic.edu/ojs/index.php/ojphi/article/view/10131,2019,Implementation of an EMR System for a Comprehensive Dental Service within a Large Regional Hospital Network: Challenges and Opportunities Presented by the Introduction of new Technology. ,Swanik S,Online journal of public health informatics ,https://doi.org/10.5210/ojphi.v11i2.10131,yes,"the article focuses on Implementation of an EMR System for a Comprehensive Dental Service within a Large Regional Hospital Network and talks about Challenges and Opportunities Presented by the Introduction of new Technology. Qualitative survey of attending dental faculty members of the department.  Macro level health data sets (ie NHANES, state level datasets) have the potential to be expanded to include more thorough data, combining medical health data and oral health data in the same datasets.",,
https://www.karger.com/Article/FullText/501643,2019,Health Data in Dentistry: An Attempt to Master the Digital Challenge,"Tim Joda 1, Tuomas Waltimo 2, Nicole Probst-Hensch 3, Christiane Pauli-Magnus 4, Nicola U Zitzmann 5",public health genomics,https://doi.org/10.1159/000501643,yes,This narrative literature review outlines the challenge of managing HD and anticipating the potential of AI in oral healthcare and dental research by summarizing the current literature.,,
https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4843407/,2016,Dental Informatics in India: Time to Embrace the Change,"Kumar Gaurav Chhabra 1, Salma H Mulla 2, Shravani Govind Deolia 3, Chaya Chhabra 4, Jagjeet Singh 5, Baldeep Singh Marwaha 6",Journal of Clinical Diagnostic and Research : JCDR,https://doi.org/10.7860/JCDR/2016/16970.7453,yes," the purpose of this review was to give an overall scenario of dental informatics, its applications, challenges and recommendations for further enhancement in this area.",,
http://www.ijpcdr.com/pdf/2015/July-September/9007_Review%20Article.pdf,2015,Informatics Innovation in Dental Care: A Visionary Scenario for Dentistry ,"Padma K Bhat1, Komal Raj MR2, Fariya Ahmed3, Shivaprasad RK4 ",International Journal of Preventive & Clinical Dental Research ,"2(3):34-40, july - september",no,"the article talks about the history, goals, standards of dental informatics. The article discuss the dental informatics in public health practice.",,
https://pubmed.ncbi.nlm.nih.gov/26798898/,2015,Are Electronic Health Records the Future of Dental Practice?,David T Ford,journal of california dental association,PMID: 26798898,no,This article explores the opportunities and challenges for dentists in the transition to electronic health records (EHRs).,,
https://libproxy.library.unt.edu/login?url=https://www.proquest.com/trade-journals/informatics-proposing-new-information-technology/docview/217555669/se-2?accountid=7113,2008,Informatics: Proposing a New Information Technology Discipline for Financial Planning,"C Augusto Casas PhD, C. F. P. ","Journal of Financial Planning, ","21(4), 62",no,the article talks about the financial plannning practinoers and their role in proposing a new information technology disipline. ,,
https://www.sciencedirect.com/science/article/pii/S088954060700265X?via%3Dihub,2007,Solving incompatibilities between electronic records for orthodontic patients.,Magni A; de Oliveira Albuquerque R; de Sousa RT Jr; Hans MG; Magni FG;,,https://doi.org/10.1016/j.ajodo.2006.07.024,yes," This article describes a practical proposal that integrates 2 existing standards, HL7 and DICOM,  to create a standard for electronic orthodontic patient records. This researchers are trying to developing a standard for electronic orthodontic patient records to enable a seamless interchange of data between software programs. ",,
http://d-scholarship.pitt.edu/id/eprint/14806,2007,Speech recognition in dental software systems: features and functionality,Yuhaniak Irwin J; Fernando S; Schleyer T; Spallek H,Studies in health technology and informatics  ,"Vol. 129 (Pt 2), pp. 1127-31",no,"In this study, researches explored the speech recognition features and functionality of four dental software applications. four systems were evaluated in the feature comparison, only two of the systems were reviewed during the feasibility user tests. Results show that current speech functionality, instead of being intuitive, is directly comparable to using a mouse.  limited speech functionality reduces the ability of clinicians to interact directly with the computer during clinical care. This can hinder the benefits of electronic patient records and clinical decision support systems.",,
https://journals.sagepub.com/doi/10.1177/154407370301700112,2003,Informatics challenges in tissue engineering and biomaterials,D Rekow 1,Advances in Dental Research,https://doi.org/10.1177/154407370301700112,yes,"Informatics approaches and the inclusion of informaticians on multidisciplinary teams offer possibilities for new insight into approaches to address complicated, expansive problems. Both tissue engineering and biomaterials offer challenges in fundamental understanding of complex interactions that could benefit from this new insight.",,
https://www.researchgate.net/publication/8579713_Grand_Challenges_in_Dental_Informatics,2003,Grand challenges in dental informatics,"D F Sittig 1, M Kirshner, G Maupomé",Advances in Dental Research,https://doi.org/10.1177/154407370301700105,yes," In this article, the authors present an informatics-oriented, future-patient-care scenario, then describe a series of applications and the related informatics grand challenges facing the dental field today. ",,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
