,Unnamed: 0,Article_id,Venue,Title,Year,Abstract,Doi,fieldsOfStudy,topics,Downloadurl,TotalCitationCount,Influentialcitationcount
59,59,https://doi.org/10.1016/j.ijmedinf.2008.07.003,Int. J. Medical Informatics,patient attitud toward onlin dental inform webbas virtual realiti program clinic dentistri pilot investig china,2009,object research investig 1 attitud dental patient toward search onlin dental inform 2 patient attitud expect toward webbas 3d virtual realiti program clinic dentistri method questionnair survey conduct six clinic across two citi china dental patient visit six clinic invit particip studi subject brows webpag contain 3d virtual realiti dental program new media supplement consult system patient tradit pattern seek dental care procedur subject complet questionnair detail attitud toward experi softwar questionnair respons collect analyz result 45 respond report search inform onlin receiv dental care respond held differ attitud toward onlin dental inform major report relianc reserv 50 respond held posit attitud webbas virtual realiti dental inform program 21 report negat view toward new method respond report webbas virtual realiti program superior tradit static web page supplementari materi respond also indic internet speed may like major determin futur usag system conclus find indic consider portion respond conduct internet search relat dental inform seek profession advic dental care respond report posit attitud toward webbas virtual realiti program clinic dentistri howev current speed internet connect china major area concern futur applic uptak webbas virtual realiti dental softwar,10.1016/j.ijmedinf.2008.07.003,Medicine Computer Science,"Electronic Health Records,Structure of permanent tooth,Lobular Neoplasia,Epidemiology,Oral health,Root Caries,Odontogenic Tissue,Patients,ethylene dichloride,Linen Ab.IgE:ACnc:Pt:Ser:Qn",https://dl.acm.org/doi/pdf/10.1016/j.ijmedinf.2008.07.003?download=true,13,1
60,60,https://doi.org/10.1197/jamia.M2488,J. Am. Medical Informatics Assoc.,model formul train multidisciplinari biomed informat student three year experi,2008,object european infobiom network excel recogn success educ program biomed informat includ tradit teach activ basic scienc also develop skill work multidisciplinari team design care develop 3year train program biomed informat student address educ aspect follow four activ 1 internet cours databas contain overview medic informat bioinformat cours 2 biomed informat summer school 3 mobil program base brokerag servic publish demand offer includ fund research exchang project 4 train challeng aim develop multidisciplinari skill measur paper focus experi gain develop novel educ activ address work multidisciplinari team train challeng describ evalu ask particip fill form likert scale base question mobil program need assess carri result mobil program support 20 exchang foster new bmi research result number peerreview public demonstr feasibl multidisciplinari bmi approach within european union student unanim indic train challeng experi contribut understand appreci multidisciplinari teamwork conclus train activ undertaken infobiom contribut multidisciplinari bmi approach hope work might provid impetus train effort europ yield new generat biomed informatician,10.1197/jamia.M2488,Computer Science Medicine,"Specialties, Dental",https://dl.acm.org/doi/pdf/10.1197/jamia.M2488?download=true,12,0
61,61,https://doi.org/10.1038/bdj.2008.150,BDJ,better inform overview health informat,2008,healthcar informat increas import healthcar administr medic dental practition govern across develop world initi major nation health programm time futur best medic dental practic increas depend computerbas support tool although disagr remain effect current support tool longer term futur informat tool combin medic dental technolog modal promis adapt patientfocus effici healthcar educ practition patient,10.1038/bdj.2008.150,Medicine,Private Practice,https://dl.acm.org/doi/pdf/10.1038/bdj.2008.150?download=true,14,1
62,62,https://doi.org/10.1111/j.1600-0579.2007.00483.x,European journal of dental education : official journal of the Association for Dental Education in Europe,potenti inform technolog dental educ,2008,use inform technolog dentistri far rang order produc work document dental educ paper focus method assist educ compet develop dental student dentist eg elearn distanc learn simul computerbas assess web page informationgath devic becom essenti part daili life provid extens inform aspect societi mirror dental educ mani differ tool avail list report offer ad valu tradit teach method exampl provid spite continu debat learn effect elearn applic student request approach adjunct tradit deliveri learn materi faculti requir support enabl effect use technolog benefit student support provid institut suggest possibl institut appoint elearn champion good interperson skill support encourag faculti chang global prospect student faculti access elearn tool report encourag open access elearn materi platform program qualiti learn materi must well defin learn object involv peer review ensur content valid accuraci currenc use evidencebas data use best practic ensur develop intellectu right protect origin content need secur unauthor chang strategi recommend improv qualiti elearn outlin area assess tradit examin scheme enrich whilst internet provid mani innov approach futur trend evolv around improv uptak access facilit technolog hardwar softwar use web 20 show consider promis may implic global level exampl onelaptopperchild project best exampl web 20 minim use hardwar maxim use internet structur essenc simpl technolog overcom mani barrier learn alway remain excit alway chang user whether dental student educ patient like chameleon adapt everchang landscap,10.1111/j.1600-0579.2007.00483.x,Computer Science Medicine,Sodium monofluorophosphate 0.0076 MG/MG Toothpaste,https://dl.acm.org/doi/pdf/10.1111/j.1600-0579.2007.00483.x?download=true,116,0
63,63,https://doi.org/10.1038/bdj.2008.193,BDJ,better inform clinic practic – brief overview dental informat,2008,uptak dental informat hamper technic user issu innov system develop usabl issu affect mani advanc technolog artifici intellig produc clinic use system although issu still remain adapt comput interfac dental practic work environ dental electron health record becom prioriti mani countri includ uk howev experi show dental electron health record ehr system cannot subordin subset medic record futur dental ehr like incorpor integr care pathway futur best dental practic increas depend computerbas support tool although disagr remain effect current support tool longer term futur dental informat tool incorpor dynam onlin evidencebas medicin ebm tool promis adapt patientfocus effici dental care educ advantag train,10.1038/bdj.2008.193,Medicine,Anesthesiology,https://dl.acm.org/doi/pdf/10.1038/bdj.2008.193?download=true,13,1
64,64,https://doi.org/10.1197/jamia.M2335,J. Am. Medical Informatics Assoc.,research paper qualit investig content dental paperbas computerbas patient record format,2007,object approxim 25 general dentist practic unit state use comput dental operatori 18 maintain complet electron record anecdot evid suggest dental computerbas patient record cpr repres clinic inform degre complet fidel paper record object studi develop basic content model clinic inform paperbas record examin degre coverag cprs design compil baselin dental record bdr purpos sampl 10 paper record format two dental school four dental practic commerci sourc extract clinic data field remov duplic organ result collect categoriessubcategori map field four marketlead dental cprs bdr measur calcul frequenc count bdr categori data field paperbas computerbas record format crossmap inform coverag categori data field level result bdr 20 categori 363 data field averag paper record cprs contain 14 categori 210 174 field respect 72 20 bdr field occur five paper record categori relat diagnosi miss paperbas computerbas record format cprs rare use categori name group data field common paper format conclus exist paper record exhibit limit agreement inform dental record contain cprs cover inform partial may thus imped adopt electron patient record,10.1197/jamia.M2335,Medicine Computer Science,Oral health,https://dl.acm.org/doi/pdf/10.1197/jamia.M2335?download=true,42,2
65,65,https://doi.org/10.1007/s10916-006-9013-4,Journal of Medical Systems,design teleeduc system interpret dental tumor imag,2006,despit fact oral cancer usual diagnos nake eye dental radiolog play signific role process diagnosi treatment plan assess respons treatment prognosi paper discuss prototyp teleeduc system support dental radiolog train program help dental student get skill necessari interpret dental tumor imag system consist central databas onlin case annot tool case demonstr tool annot tool allow dental faculti integr imag find relat clinic inform prepar highqual teach case teleeduc system improv reinforc dental student dentist skill analyz dental tumor imag design teleeduc system could serv model selfevalu interpret skill dental tumor imag part continu medic educ cme futur,10.1007/s10916-006-9013-4,Medicine Computer Science,benefit,https://dl.acm.org/doi/pdf/10.1007/s10916-006-9013-4?download=true,0,0
66,66,https://doi.org/10.1016/J.AJODO.2005.04.017,"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",ada initi develop orthodont informat standard,2005,standard key interoper across system american dental associ ada accredit american nation standard institut ansi standardsdevelop organ ada sponsor standard program area dentistri includ dental materi product dental informat ansiada specif 1000 standard clinic data architectur structur content electron health record first ansi standard defin fundament data structur use make patient health record standard promot share like data dentist physician hospit,10.1016/J.AJODO.2005.04.017,Engineering Medicine,American Dental Association,https://dl.acm.org/doi/pdf/10.1016/J.AJODO.2005.04.017?download=true,14,0
67,67,https://doi.org/10.14219/JADA.ARCHIVE.2004.0120,Journal of the American Dental Association,dentistri part nation health inform infrastructur,2004,background nation health inform infrastructur nhii propos improv effect effici overal qualiti health unit state establish nation electron inform network health care date dentistri integr network discuss wide method author review nhii goal structur publish report background literatur author evalu advantag disadvantag nhii regard implic dental care system result nhii propos implement computerbas patient record cprs american 2014 connect person health inform clinic public health inform enabl differ type care provid access cprs advantag nhii includ transpar health inform across health care provid potenti increas involv patient care better clinic decis make connect patientspecif inform best clinic evid increas effici enhanc bioterror defens potenti cost save challeng implement nhii dentistri includ limit use cprs requir invest inform technolog limit avail adopt standard perceiv threat privaci confidenti conclus implement nhii make rapid stride dentistri becom activ particip nhii work ensur need dental patient profess met practic implic nhii farreach implic dental practic make easier access relev patient inform help improv clinic decis make,10.14219/JADA.ARCHIVE.2004.0120,Medicine,Public Health Practice,https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2004.0120?download=true,18,1
68,68,https://doi.org/10.14219/JADA.ARCHIVE.2003.0164,Journal of the American Dental Association,teledentistri use dental educ,2003,background teledentistri relat new field combin telecommun technolog dental care dentist dental educ unawar teledentistri use increas access dental care also advanc dental educ type studi review author describ teledentistri appli worldwid well use educ teledentistri educ divid two main categori selfinstruct interact videoconferenc method use sever studi countri result type network connect use great affect feasibl teledentistri educ furthermor optim type exist health care profession choos mode base budget geographi technic support avail two main categori teledentistri educ interact videoconferenc method better result abil provid immedi feedback clinic implic teledentistri extend care underserv patient popul rural area reason cost teledentistri provid opportun supplement tradit teach method dental educ provid new opportun dental student dentist,10.14219/JADA.ARCHIVE.2003.0164,Medicine,"Specialties, Dental,Private Practice,Sodium monofluorophosphate 0.0076 MG/MG Toothpaste,Anesthesiology,Oral health,benefit,American Dental Association,Public Health Practice",https://dl.acm.org/doi/pdf/10.14219/JADA.ARCHIVE.2003.0164?download=true,123,2
69,69,https://doi.org/10.1177/154407370301700118,Advances in dental research,role inform technolog informat research dentistpati relationship,2003,highvalu doctorpati relationship base set paramet includ interperson relationship patient doctor base primari care assess survey model measur interperson relationship associ communic interperson care contextu knowledg patient trust despit proven valu doctorpati relationship current trend indic qualiti relationship declin advent communic inform technolog great affect way health care deliv relationship doctor patient converg communic inform technolog biomed informat offer opportun affect charact doctorpati relationship posit paper examin intersect key featur doctorpati relationship varieti internetbas clinic administr applic use dental practic paper discuss role dental informat research visàvi doctorpati relationship explor may inform next generat inform technolog use dental practic,10.1177/154407370301700118,Medicine,Electronic Health Records,https://dl.acm.org/doi/pdf/10.1177/154407370301700118?download=true,31,3
70,70,https://doi.org/10.1177/154407370301700121,Advances in dental research,overview bioinformat applic oral genom,2003,“informat revolution” bioinformat dental informat eventu chang way practic dentistri converg play pivot role creat bridg opportun integr scientif clinic specialti promot advanc treatment risk assess diagnosi therapeut oral healthcar outcom bioinformat emerg field biomed research communiti gain momentum dental medicin area creat steadi stream larg complex genom data transform way clinic basic scienc research approach genom research applic dental medicin term “oral genomics” aid molecular understand gene protein interact pathway network respons develop progress oral diseas disord result human genom project new advanc prompt highthroughput technolog dna microarray becom accept tool biomed research communiti manuscript review two common use microarray technolog basic microarray data analysi result sever ongo oral cancer genom studi,10.1177/154407370301700121,Medicine,benefit,https://dl.acm.org/doi/pdf/10.1177/154407370301700121?download=true,18,0
71,71,https://doi.org/10.1108/02640470310470480,Electron. Libr.,informat brief survey,2003,sinc late 1970s term “informatics” increas adopt describ applic inform technolog various field legal informat medic informat social informat organiz informat articl provid brief survey informat respect histor background disciplinari ident fundament aspect applic challeng,10.1108/02640470310470480,Sociology Computer Science,Dent in Medical Device Material,https://dl.acm.org/doi/pdf/10.1108/02640470310470480?download=true,16,1
72,72,https://doi.org/10.1177/154407370301700111,Advances in dental research,informat system assess appli clinic research dental restor materi,2003,dental biomateri use clinic one follow purpos restor function enhanc esthet prevent arrest deminer tooth structur studi clinic perform restor prosthes made materi general focus qualiti assess surviv statist data studi provid probabl specif treatment outcom use practic dentist howev util data limit lack nation intern standard assess clinic outcom standard approach toward clinic informat treatmentdecis analysi urgent need minim variabl clinic outcom report public associ direct indirect restor materi use dental restor prosthes,10.1177/154407370301700111,Medicine,"Schools, Dental",https://dl.acm.org/doi/pdf/10.1177/154407370301700111?download=true,25,3
73,73,https://doi.org/10.1177/154407370301700112,Advances in dental research,informat challeng tissu engin biomateri,2003,tissu engin biomateri made tremend stride recent yet major question remain unansw tissueengin product come market other develop fundament issu informat could address tissu engin describ predict cascad biochem cellular reaction occur function time implant materi surfac textur microporos pore size densiti connect threedimension configur behavior ceram subset tissueengin scaffold materi mainstay dental restor studi extens thin layer thick greater 2 mm recent littl known dental relev thick 1–2 mm result surpris continu develop still least one fundament question remain could address informat techniqu along spectrum flatpolish materi 10year clinic vivo studi test predict clinic perform allceram crown accur,10.1177/154407370301700112,Materials Science Medicine,Histopathologic Grade,https://dl.acm.org/doi/pdf/10.1177/154407370301700112?download=true,11,0
74,74,https://doi.org/10.1177/154407370301700103,Journal of dental education,dental informat emerg biomed informat disciplin,2003,biomed informat matur disciplin last forti year develop research disciplin signific scale scope one subdisciplin dental informat begin emerg entiti grow cadr train dental informatician dental faculti administr general familiar dental informat area scientif inquiri mani confus informat inform technolog unawar scientif method principl cannot relat dental informat biomed informat whole articl delin informat inform technolog explain type scientif question dental informatician typic explor scientif investig informat center primarili model formul system develop system implement studi effect informat draw scientif method main inform scienc comput scienc cognit scienc telecommun dental informat share mani type research question method parent disciplin biomed informat howev indic certain research question dental informat requir novel solut yet develop informat field,10.1177/154407370301700103,Medicine,Solutions,https://dl.acm.org/doi/pdf/10.1177/154407370301700103?download=true,24,3
75,75,https://doi.org/10.1177/154407370301700104,Advances in dental research,dental informat work progress,2003,dental informat young scientif disciplin undergo continu matur literatur estim consist approxim 600 paper publish 1975 2003 current grow rate 50 paper annual interest disciplin grow number core contributor dental informat research remain relat small two major question disciplin research challeng dental informat face today disciplin strengthen posit maxim success address challeng progress toward research challeng formul ten year ago vari mani new technolog becom avail clinic dental practic research educ mani fundament problem remain address informat research recommend augment research capac dental informat includ creat stronger worldwid dental informat research communiti draw biomed informat research dental research area provid career opportun dental informat research address grand challeng togeth communiti recruit subsequ generat dental informatician,10.1177/154407370301700104,Medicine,Financial cost,https://dl.acm.org/doi/pdf/10.1177/154407370301700104?download=true,28,3
76,76,https://doi.org/10.1177/154407370301700106,Advances in dental research,preliminari analysi dental informat literatur,2003,dental informat emerg disciplin appli comput inform scienc dental practic research educ manag date dental informat research literatur comprehens review studi report initi analysi dental informat literatur develop initi comprehens retriev strategi locat dental informat citat medlin 1966–april 2003 includ three concept dentistri comput research refin search manual classifi final set four categori 1 nondent 2 dental neither dental informat itrel 3 dental informat 4 dentistri analyz informat itrel citat regard distribut across journal growth rate number author public frequenc content express medic subject head mesh final set citat n 3872 consist 12 nondent articl 59 dental informat itrel articl 16 informaticsrel articl 13 itrel articl informaticsrel citat appear 176 journal itrel citat 206 journal approxim 50 paper current publish categori year great mani author contribut literatur publish three paper main topic articl includ “imag imag processing” “computeraid diagnosi therapy” “computeraid instruction” “other” dental informat literatur small grow imag imag process predomin research topic,10.1177/154407370301700106,Psychology Medicine,"Electronic Health Records,benefit,Dent in Medical Device Material,Schools, Dental,Histopathologic Grade,Solutions,Financial cost",https://dl.acm.org/doi/pdf/10.1177/154407370301700106?download=true,10,0
77,77,https://doi.org/10.1177/154407370301700105,Advances in dental research,grand challeng dental informat,2003,truli signific scientif challeng overcom profound chang daili activ well futur research activ everyon involv relat field identifi describ grand challeng face scientif field help fund agenc identifi priorit project support stimul encourag new investig work intellectu technolog challeng help defin field articl present informaticsori futurepatientcar scenario describ seri applic relat informat grand challeng face dental field today new techniqu technolog help us overcom challeng would facilit develop truli monument applic comprehens electron oral health record autom dental treatment plan system diagnos system profil patient risk chronic oral diseas,10.1177/154407370301700105,Medicine,Artificial Intelligence,https://dl.acm.org/doi/pdf/10.1177/154407370301700105?download=true,15,0
78,78,https://doi.org/10.1177/154405910208100902,Journal of dental research,two decad computer inform technolog dental radiographi,2002,author describ experi develop radiolog depart util digit radiographi dentistri,10.1177/154405910208100902,Medicine,Electronic Health Records,https://dl.acm.org/doi/pdf/10.1177/154405910208100902?download=true,17,0
